split,scenario_id,timestamp_s,serving_gnb,ue_ids,teacher_group_count,teacher_groups,hard_group_signature,teacher_gain_vs_single
focus_train,simu5g_00000128,7.7,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000130,7.8,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000132,7.9,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000134,8.0,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000136,8.1,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000138,8.2,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000140,8.3,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000142,8.4,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000144,8.5,gnb_2,0|1,1,"[[""0"", ""1""]]",0|1,0.0
focus_train,simu5g_00000146,8.6,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000148,8.7,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000150,8.8,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000152,8.9,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000154,9.0,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000156,9.1,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000158,9.2,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000160,9.3,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000162,9.4,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000164,9.5,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000166,9.6,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000168,9.7,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000170,9.8,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000172,9.9,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000174,10.0,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000176,10.1,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000178,10.2,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000180,10.3,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000182,10.4,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000184,10.5,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000186,10.6,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000188,10.7,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000190,10.8,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000192,10.9,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000194,11.0,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000196,11.1,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000198,11.2,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000200,11.3,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000202,11.4,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000204,11.5,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000206,11.6,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000208,11.7,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000210,11.8,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000212,11.9,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000214,12.0,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000216,12.1,gnb_2,0|1|2,1,"[[""0"", ""1"", ""2""]]",0|1|2,0.0
focus_train,simu5g_00000218,12.2,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000220,12.3,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000222,12.4,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000224,12.5,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000226,12.6,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000228,12.7,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000230,12.8,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000232,12.9,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000234,13.0,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000236,13.1,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000238,13.2,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000240,13.3,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000242,13.4,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000244,13.5,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000246,13.6,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000248,13.7,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000250,13.8,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000252,13.9,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000254,14.0,gnb_2,0|1|2|3,1,"[[""0"", ""2"", ""1"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000256,14.1,gnb_2,0|1|2|3,1,"[[""0"", ""2"", ""1"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000258,14.2,gnb_2,0|1|2|3,1,"[[""0"", ""2"", ""1"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000260,14.3,gnb_2,0|1|2|3,1,"[[""0"", ""2"", ""1"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000262,14.4,gnb_2,0|1|2|3,1,"[[""0"", ""2"", ""1"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000264,14.5,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000266,14.6,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000268,14.7,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000270,14.8,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000272,14.9,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000274,15.0,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000276,15.1,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000278,15.2,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000280,15.3,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000282,15.4,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000284,15.5,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000286,15.6,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000288,15.7,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000290,15.8,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""2"", ""3""]]",0|1|2|3,0.0
focus_train,simu5g_00000292,15.9,gnb_2,0|1|2|3,1,"[[""0"", ""1"", ""3"", ""2""]]",0|1|2|3,0.0
focus_train,simu5g_00000294,16.0,gnb_2,0|2|3,1,"[[""0"", ""2"", ""3""]]",0|2|3,0.0
focus_train,simu5g_00000296,16.1,gnb_2,0|2|3,1,"[[""0"", ""2"", ""3""]]",0|2|3,0.0
focus_train,simu5g_00000298,16.2,gnb_2,0|2|3,1,"[[""0"", ""2"", ""3""]]",0|2|3,0.0
focus_train,simu5g_00000300,16.3,gnb_2,0|2|3,1,"[[""0"", ""2"", ""3""]]",0|2|3,0.0
focus_train,simu5g_00000302,16.4,gnb_2,0|2|3,1,"[[""0"", ""3"", ""2""]]",0|2|3,0.0
focus_train,simu5g_00000304,16.5,gnb_2,0|2|3,1,"[[""0"", ""3"", ""2""]]",0|2|3,0.0
focus_train,simu5g_00000306,16.6,gnb_2,0|2|3|4,1,"[[""0"", ""3"", ""2"", ""4""]]",0|2|3|4,0.0
focus_train,simu5g_00000308,16.7,gnb_2,0|2|3|4,1,"[[""0"", ""3"", ""2"", ""4""]]",0|2|3|4,0.0
focus_train,simu5g_00000310,16.8,gnb_2,0|2|3|4,1,"[[""0"", ""2"", ""3"", ""4""]]",0|2|3|4,0.0
focus_train,simu5g_00000312,16.9,gnb_2,0|2|3|4,1,"[[""0"", ""2"", ""3"", ""4""]]",0|2|3|4,0.0
focus_train,simu5g_00000314,17.0,gnb_2,0|1|2|3|4,1,"[[""0"", ""1"", ""2"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000316,17.1,gnb_2,0|1|2|3|4,1,"[[""0"", ""1"", ""2"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000318,17.2,gnb_2,0|1|2|3|4,1,"[[""0"", ""1"", ""2"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000320,17.3,gnb_2,0|1|2|3|4,1,"[[""0"", ""1"", ""2"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000322,17.4,gnb_2,0|1|2|3|4,1,"[[""0"", ""1"", ""2"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000324,17.5,gnb_2,0|1|2|3|4,1,"[[""0"", ""1"", ""2"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000326,17.6,gnb_2,0|1|2|3|4,1,"[[""0"", ""2"", ""3"", ""1"", ""4""]]",0|1|2|3|4,2.220446049250313e-16
focus_train,simu5g_00000328,17.7,gnb_2,0|1|2|3|4,1,"[[""0"", ""2"", ""3"", ""1"", ""4""]]",0|1|2|3|4,2.220446049250313e-16
focus_train,simu5g_00000330,17.8,gnb_2,0|1|2|3|4,1,"[[""0"", ""2"", ""3"", ""1"", ""4""]]",0|1|2|3|4,2.220446049250313e-16
focus_train,simu5g_00000332,17.9,gnb_2,0|1|2|3|4,1,"[[""0"", ""2"", ""3"", ""1"", ""4""]]",0|1|2|3|4,2.220446049250313e-16
focus_train,simu5g_00000334,18.0,gnb_2,0|1|2|3|4,1,"[[""0"", ""2"", ""3"", ""1"", ""4""]]",0|1|2|3|4,2.220446049250313e-16
focus_train,simu5g_00000336,18.1,gnb_2,0|1|2|3|4,1,"[[""2"", ""0"", ""1"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000338,18.2,gnb_2,0|1|2|3|4,1,"[[""2"", ""0"", ""1"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000340,18.3,gnb_2,0|1|2|3|4,1,"[[""2"", ""0"", ""1"", ""3"", ""4""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000342,18.4,gnb_2,0|1|2|3|4,1,"[[""1"", ""2"", ""0"", ""4"", ""3""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000344,18.5,gnb_2,0|1|2|3|4,1,"[[""1"", ""2"", ""0"", ""4"", ""3""]]",0|1|2|3|4,0.0
focus_train,simu5g_00000346,18.6,gnb_2,0|1|2|3|4,1,"[[""1"", ""2"", ""0"", ""4"", ""3""]]",0|1|2|3|4,1.1102230246251565e-16
focus_test,simu5g_00000348,18.7,gnb_2,0|1|2|3|4,2,"[[""0"", ""1"", ""2""], [""4"", ""3""]]",3|4,0.012637245583141055
