scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000446,23.6,gnb_2,2,1|2
simu5g_00000451,23.9,gnb_1,3,0|15|31
simu5g_00000459,24.3,gnb_1,4,0|1|15|31
simu5g_00000469,24.8,gnb_1,4,0|1|15|31
simu5g_00000477,25.2,gnb_1,5,0|1|15|2|31
simu5g_00000487,25.7,gnb_1,5,0|1|15|2|31
simu5g_00000497,26.2,gnb_1,5,0|1|15|2|31
simu5g_00000507,26.7,gnb_1,5,0|1|15|2|31
simu5g_00000517,27.2,gnb_1,5,0|1|15|2|31
simu5g_00000527,27.7,gnb_1,5,0|1|15|2|31
simu5g_00000535,28.1,gnb_1,5,0|1|15|2|31
simu5g_00000545,28.6,gnb_1,5,0|1|15|2|31
simu5g_00000555,29.1,gnb_1,5,0|1|15|2|31
simu5g_00000565,29.6,gnb_1,5,0|1|15|2|31
simu5g_00000575,30.1,gnb_1,4,0|1|15|2
simu5g_00000584,30.5,gnb_2,2,31|7
simu5g_00000588,30.7,gnb_2,2,31|7
simu5g_00000593,31.0,gnb_1,4,0|1|15|2
simu5g_00000598,31.2,gnb_2,2,31|7
simu5g_00000603,31.5,gnb_1,4,0|1|15|2
simu5g_00000608,31.7,gnb_2,2,31|7
simu5g_00000613,32.0,gnb_1,4,0|1|15|2
simu5g_00000617,32.2,gnb_1,4,0|1|15|2
simu5g_00000622,32.4,gnb_2,2,31|7
simu5g_00000627,32.7,gnb_1,4,0|1|15|2
simu5g_00000632,32.9,gnb_2,2,31|7
simu5g_00000637,33.2,gnb_1,4,0|1|15|2
simu5g_00000642,33.4,gnb_2,2,31|7
simu5g_00000646,33.6,gnb_2,2,31|7
simu5g_00000651,33.9,gnb_1,4,0|1|15|2
simu5g_00000656,34.1,gnb_2,2,31|7
simu5g_00000661,34.4,gnb_1,4,0|1|15|2
simu5g_00000666,34.6,gnb_2,2,31|7
simu5g_00000671,34.9,gnb_1,4,0|1|15|2
simu5g_00000675,35.1,gnb_1,4,0|1|15|2
simu5g_00000680,35.3,gnb_2,2,31|7
simu5g_00000685,35.6,gnb_1,4,0|1|15|2
simu5g_00000690,35.8,gnb_2,2,31|7
simu5g_00000695,36.1,gnb_1,4,0|1|15|2
simu5g_00000700,36.3,gnb_2,2,31|7
simu5g_00000704,36.5,gnb_2,2,31|7
simu5g_00000709,36.8,gnb_1,4,0|1|15|2
simu5g_00000714,37.0,gnb_2,2,31|7
simu5g_00000719,37.3,gnb_1,4,0|1|15|2
simu5g_00000724,37.5,gnb_2,2,31|7
simu5g_00000729,37.8,gnb_1,4,0|1|15|2
simu5g_00000733,38.0,gnb_1,4,0|1|15|2
simu5g_00000738,38.2,gnb_2,2,31|7
simu5g_00000743,38.5,gnb_1,4,0|1|15|2
simu5g_00000748,38.7,gnb_2,2,31|7
simu5g_00000753,39.0,gnb_1,4,0|1|15|2
simu5g_00000758,39.2,gnb_2,2,31|7
simu5g_00000762,39.4,gnb_2,2,31|7
simu5g_00000767,39.7,gnb_1,4,0|1|15|2
simu5g_00000777,40.2,gnb_1,4,0|1|15|2
simu5g_00000787,40.7,gnb_1,4,0|1|15|2
simu5g_00000797,41.2,gnb_1,4,0|1|15|2
simu5g_00000807,41.7,gnb_1,4,0|1|15|2
simu5g_00000815,42.1,gnb_1,4,0|1|15|2
simu5g_00000825,42.6,gnb_1,4,0|1|15|2
simu5g_00000835,43.1,gnb_1,4,0|1|15|2
simu5g_00000845,43.6,gnb_1,4,0|1|15|2
simu5g_00000854,44.0,gnb_2,2,15|7
simu5g_00000859,44.3,gnb_1,3,0|1|2
simu5g_00000863,44.5,gnb_1,3,0|1|2
simu5g_00000868,44.7,gnb_2,2,15|7
simu5g_00000873,45,gnb_1,2,0|1
simu5g_00000306,16.6,gnb_2,2,3|4
simu5g_00000308,16.7,gnb_2,2,3|4
simu5g_00000310,16.8,gnb_2,2,3|4
simu5g_00000312,16.9,gnb_2,2,3|4
simu5g_00000314,17.0,gnb_2,2,3|4
simu5g_00000316,17.1,gnb_2,2,3|4
simu5g_00000318,17.2,gnb_2,2,3|4
simu5g_00000320,17.3,gnb_2,2,3|4
simu5g_00000322,17.4,gnb_2,2,3|4
simu5g_00000324,17.5,gnb_2,2,3|4
simu5g_00000326,17.6,gnb_2,2,3|4
simu5g_00000328,17.7,gnb_2,2,3|4
simu5g_00000330,17.8,gnb_2,2,3|4
simu5g_00000332,17.9,gnb_2,2,3|4
simu5g_00000334,18.0,gnb_2,2,3|4
simu5g_00000336,18.1,gnb_2,2,3|4
simu5g_00000338,18.2,gnb_2,2,3|4
simu5g_00000340,18.3,gnb_2,2,3|4
simu5g_00000342,18.4,gnb_2,2,3|4
simu5g_00000344,18.5,gnb_2,2,3|4
simu5g_00000346,18.6,gnb_2,2,3|4
simu5g_00000348,18.7,gnb_2,2,3|4
simu5g_00000350,18.8,gnb_2,2,3|4
simu5g_00000352,18.9,gnb_2,2,3|4
simu5g_00000354,19.0,gnb_2,2,3|4
simu5g_00000356,19.1,gnb_2,2,3|4
simu5g_00000358,19.2,gnb_2,2,3|4
simu5g_00000360,19.3,gnb_2,2,3|4
simu5g_00000362,19.4,gnb_2,2,3|4
simu5g_00000364,19.5,gnb_2,2,3|4
simu5g_00000366,19.6,gnb_2,2,3|4
simu5g_00000368,19.7,gnb_2,2,3|4
simu5g_00000370,19.8,gnb_2,2,3|4
simu5g_00000372,19.9,gnb_2,2,3|4
simu5g_00000374,20.0,gnb_2,2,3|4
simu5g_00000376,20.1,gnb_2,2,3|4
simu5g_00000378,20.2,gnb_2,2,3|4
simu5g_00000380,20.3,gnb_2,2,3|4
simu5g_00000382,20.4,gnb_2,2,3|4
simu5g_00000384,20.5,gnb_2,2,3|4
simu5g_00000386,20.6,gnb_2,2,3|4
simu5g_00000388,20.7,gnb_2,2,3|4
simu5g_00000390,20.8,gnb_2,2,3|4
simu5g_00000392,20.9,gnb_2,2,3|4
simu5g_00000394,21.0,gnb_2,2,3|4
simu5g_00000396,21.1,gnb_2,2,3|4
simu5g_00000398,21.2,gnb_2,3,3|4|5
simu5g_00000400,21.3,gnb_2,3,3|4|5
simu5g_00000402,21.4,gnb_2,3,3|4|5
simu5g_00000404,21.5,gnb_2,3,3|4|5
simu5g_00000406,21.6,gnb_2,3,3|4|5
simu5g_00000408,21.7,gnb_2,3,3|4|5
simu5g_00000410,21.8,gnb_2,3,3|4|5
simu5g_00000412,21.9,gnb_2,3,3|4|5
simu5g_00000414,22.0,gnb_2,3,3|4|5
simu5g_00000416,22.1,gnb_2,3,3|4|5
simu5g_00000418,22.2,gnb_2,3,3|4|5
simu5g_00000420,22.3,gnb_2,3,3|4|5
simu5g_00000422,22.4,gnb_2,3,3|4|5
simu5g_00000424,22.5,gnb_2,3,3|4|5
simu5g_00000426,22.6,gnb_2,3,3|4|5
simu5g_00000428,22.7,gnb_2,3,3|4|5
simu5g_00000430,22.8,gnb_2,3,3|4|5
simu5g_00000432,22.9,gnb_2,3,3|4|5
simu5g_00000434,23.0,gnb_2,2,4|5
simu5g_00000436,23.1,gnb_2,2,4|5
simu5g_00000438,23.2,gnb_2,2,4|5
simu5g_00000440,23.3,gnb_2,2,4|5
simu5g_00000442,23.4,gnb_2,2,4|5
simu5g_00000444,23.5,gnb_2,2,4|5
simu5g_00000446,23.6,gnb_2,2,4|5
simu5g_00000448,23.7,gnb_2,2,4|5
simu5g_00000450,23.8,gnb_2,2,4|5
simu5g_00000452,23.9,gnb_2,2,4|5
simu5g_00000454,24.0,gnb_2,3,3|4|5
simu5g_00000456,24.1,gnb_2,3,3|4|5
simu5g_00000458,24.2,gnb_2,3,3|4|5
simu5g_00000460,24.3,gnb_2,3,3|4|5
simu5g_00000462,24.4,gnb_2,3,3|4|5
simu5g_00000464,24.5,gnb_2,3,3|4|5
simu5g_00000466,24.6,gnb_2,3,3|4|5
simu5g_00000468,24.7,gnb_2,3,3|4|5
simu5g_00000470,24.8,gnb_2,3,3|4|5
simu5g_00000472,24.9,gnb_2,3,3|4|5
simu5g_00000474,25.0,gnb_2,3,3|4|5
simu5g_00000476,25.1,gnb_2,3,3|4|5
simu5g_00000478,25.2,gnb_2,3,3|4|5
simu5g_00000480,25.3,gnb_2,3,3|4|5
simu5g_00000482,25.4,gnb_2,3,3|4|5
simu5g_00000484,25.5,gnb_2,3,3|4|5
simu5g_00000486,25.6,gnb_2,3,3|4|5
simu5g_00000488,25.7,gnb_2,3,3|4|5
simu5g_00000490,25.8,gnb_2,4,3|4|5|6
simu5g_00000492,25.9,gnb_2,4,3|4|5|6
simu5g_00000494,26.0,gnb_2,4,3|4|5|6
simu5g_00000496,26.1,gnb_2,4,3|4|5|6
simu5g_00000498,26.2,gnb_2,4,3|4|5|6
simu5g_00000500,26.3,gnb_2,4,3|4|5|6
simu5g_00000502,26.4,gnb_2,4,3|4|5|6
simu5g_00000504,26.5,gnb_2,4,3|4|5|6
simu5g_00000506,26.6,gnb_2,4,3|4|5|6
simu5g_00000508,26.7,gnb_2,4,3|4|5|6
simu5g_00000510,26.8,gnb_2,4,3|4|5|6
simu5g_00000512,26.9,gnb_2,4,3|4|5|6
simu5g_00000514,27.0,gnb_2,4,3|4|5|6
