scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000287,16.6,gnb_1,2,11|23
simu5g_00000288,16.6,gnb_2,3,1|17|3
simu5g_00000289,16.7,gnb_1,2,11|23
simu5g_00000290,16.7,gnb_2,3,1|17|3
simu5g_00000291,16.8,gnb_1,2,11|23
simu5g_00000292,16.8,gnb_2,3,1|17|3
simu5g_00000293,16.9,gnb_1,2,11|23
simu5g_00000294,16.9,gnb_2,3,1|17|3
simu5g_00000295,17.0,gnb_1,2,11|23
simu5g_00000296,17.0,gnb_2,3,1|17|3
simu5g_00000297,17.1,gnb_1,2,11|23
simu5g_00000298,17.1,gnb_2,3,1|17|3
simu5g_00000299,17.2,gnb_1,2,11|23
simu5g_00000300,17.2,gnb_2,3,1|17|3
simu5g_00000301,17.3,gnb_1,2,11|23
simu5g_00000302,17.3,gnb_2,3,1|17|3
simu5g_00000303,17.4,gnb_1,2,11|23
simu5g_00000304,17.4,gnb_2,3,1|17|3
simu5g_00000305,17.5,gnb_1,2,11|23
simu5g_00000306,17.5,gnb_2,3,1|17|3
simu5g_00000307,17.6,gnb_1,2,11|23
simu5g_00000308,17.6,gnb_2,3,1|17|3
simu5g_00000309,17.7,gnb_1,2,11|23
simu5g_00000310,17.7,gnb_2,3,1|17|3
simu5g_00000311,17.8,gnb_1,2,11|23
simu5g_00000312,17.8,gnb_2,3,1|17|3
simu5g_00000313,17.9,gnb_1,2,11|23
simu5g_00000314,17.9,gnb_2,3,1|17|3
simu5g_00000315,18.0,gnb_1,2,11|23
simu5g_00000316,18.0,gnb_2,3,1|17|3
simu5g_00000317,18.1,gnb_1,2,11|23
simu5g_00000318,18.1,gnb_2,3,1|17|3
simu5g_00000319,18.2,gnb_1,2,11|23
simu5g_00000320,18.2,gnb_2,3,1|17|3
simu5g_00000321,18.3,gnb_1,2,11|23
simu5g_00000322,18.3,gnb_2,3,1|17|3
simu5g_00000323,18.4,gnb_1,2,11|23
simu5g_00000324,18.4,gnb_2,3,1|17|3
simu5g_00000325,18.5,gnb_1,2,11|23
simu5g_00000326,18.5,gnb_2,3,1|17|3
simu5g_00000327,18.6,gnb_1,2,11|23
simu5g_00000328,18.6,gnb_2,3,1|17|3
simu5g_00000329,18.7,gnb_1,2,11|23
simu5g_00000330,18.7,gnb_2,3,1|17|3
simu5g_00000331,18.8,gnb_1,2,11|23
simu5g_00000332,18.8,gnb_2,3,1|17|3
simu5g_00000333,18.9,gnb_1,2,11|23
simu5g_00000334,18.9,gnb_2,3,1|17|3
simu5g_00000335,19.0,gnb_1,2,11|23
simu5g_00000336,19.0,gnb_2,3,1|17|3
simu5g_00000337,19.1,gnb_1,2,11|23
simu5g_00000338,19.1,gnb_2,3,1|17|3
simu5g_00000339,19.2,gnb_1,2,11|23
simu5g_00000340,19.2,gnb_2,3,1|17|3
simu5g_00000341,19.3,gnb_1,2,11|23
simu5g_00000342,19.3,gnb_2,3,1|17|3
simu5g_00000343,19.4,gnb_1,2,11|23
simu5g_00000344,19.4,gnb_2,3,1|17|3
simu5g_00000345,19.5,gnb_1,2,11|23
simu5g_00000346,19.5,gnb_2,3,1|17|3
simu5g_00000347,19.6,gnb_1,2,11|23
simu5g_00000348,19.6,gnb_2,3,1|17|3
simu5g_00000349,19.7,gnb_1,2,11|23
simu5g_00000350,19.7,gnb_2,3,1|17|3
simu5g_00000351,19.8,gnb_1,2,11|23
simu5g_00000352,19.8,gnb_2,3,1|17|3
simu5g_00000353,19.9,gnb_1,2,11|23
simu5g_00000354,19.9,gnb_2,3,1|17|3
simu5g_00000355,20.0,gnb_1,2,11|23
simu5g_00000356,20.0,gnb_2,3,1|17|3
simu5g_00000357,20.1,gnb_1,2,11|23
simu5g_00000358,20.1,gnb_2,3,1|17|3
simu5g_00000359,20.2,gnb_1,2,11|23
simu5g_00000360,20.2,gnb_2,3,1|17|3
simu5g_00000361,20.3,gnb_1,2,11|23
simu5g_00000362,20.3,gnb_2,3,1|17|3
simu5g_00000363,20.4,gnb_1,2,11|23
simu5g_00000364,20.4,gnb_2,3,1|17|3
simu5g_00000365,20.5,gnb_1,2,11|23
simu5g_00000366,20.5,gnb_2,3,1|17|3
simu5g_00000367,20.6,gnb_1,2,11|23
simu5g_00000368,20.6,gnb_2,3,1|17|3
simu5g_00000369,20.7,gnb_1,2,11|23
simu5g_00000370,20.7,gnb_2,3,1|17|3
simu5g_00000371,20.8,gnb_1,2,11|23
simu5g_00000372,20.8,gnb_2,3,1|17|3
simu5g_00000373,20.9,gnb_1,2,11|23
simu5g_00000374,20.9,gnb_2,3,1|17|3
simu5g_00000375,21.0,gnb_1,2,11|23
simu5g_00000376,21.0,gnb_2,3,1|17|3
simu5g_00000377,21.1,gnb_1,2,11|23
simu5g_00000378,21.1,gnb_2,3,1|17|3
simu5g_00000379,21.2,gnb_1,2,11|23
simu5g_00000380,21.2,gnb_2,3,1|17|3
simu5g_00000381,21.3,gnb_1,2,11|23
simu5g_00000382,21.3,gnb_2,3,1|17|3
simu5g_00000383,21.4,gnb_1,2,11|23
simu5g_00000384,21.4,gnb_2,3,1|17|3
simu5g_00000385,21.5,gnb_1,2,11|23
simu5g_00000386,21.5,gnb_2,4,1|17|3|4
simu5g_00000387,21.6,gnb_1,2,11|23
simu5g_00000388,21.6,gnb_2,4,1|17|3|4
simu5g_00000389,21.7,gnb_1,2,11|23
simu5g_00000390,21.7,gnb_2,4,1|17|3|4
simu5g_00000391,21.8,gnb_1,2,11|23
simu5g_00000392,21.8,gnb_2,4,1|17|3|4
simu5g_00000393,21.9,gnb_1,2,11|23
simu5g_00000394,21.9,gnb_2,4,1|17|3|4
simu5g_00000395,22.0,gnb_1,2,11|23
simu5g_00000396,22.0,gnb_2,4,1|17|3|4
simu5g_00000397,22.1,gnb_1,2,11|23
simu5g_00000398,22.1,gnb_2,4,1|17|3|4
simu5g_00000399,22.2,gnb_1,2,11|23
simu5g_00000400,22.2,gnb_2,4,1|17|3|4
simu5g_00000401,22.3,gnb_1,2,11|23
simu5g_00000402,22.3,gnb_2,4,1|17|3|4
simu5g_00000403,22.4,gnb_1,2,11|23
simu5g_00000404,22.4,gnb_2,4,1|17|3|4
simu5g_00000405,22.5,gnb_1,2,11|23
simu5g_00000406,22.5,gnb_2,4,1|17|3|4
simu5g_00000407,22.6,gnb_1,2,11|23
simu5g_00000408,22.6,gnb_2,4,1|17|3|4
simu5g_00000409,22.7,gnb_1,2,11|23
simu5g_00000410,22.7,gnb_2,4,1|17|3|4
simu5g_00000411,22.8,gnb_1,2,11|23
simu5g_00000412,22.8,gnb_2,4,1|17|3|4
simu5g_00000413,22.9,gnb_1,2,11|23
simu5g_00000414,22.9,gnb_2,4,1|17|3|4
simu5g_00000415,23.0,gnb_1,2,11|23
simu5g_00000416,23.0,gnb_2,4,1|17|3|4
simu5g_00000417,23.1,gnb_1,2,11|23
simu5g_00000418,23.1,gnb_2,4,1|17|3|4
simu5g_00000419,23.2,gnb_1,2,11|23
simu5g_00000420,23.2,gnb_2,4,1|17|3|4
simu5g_00000421,23.3,gnb_1,2,11|23
simu5g_00000422,23.3,gnb_2,4,1|17|3|4
simu5g_00000423,23.4,gnb_1,2,11|23
simu5g_00000424,23.4,gnb_2,4,1|17|3|4
simu5g_00000425,23.5,gnb_1,2,11|23
simu5g_00000426,23.5,gnb_2,4,1|17|3|4
simu5g_00000427,23.6,gnb_1,2,11|23
simu5g_00000428,23.6,gnb_2,4,1|17|3|4
simu5g_00000429,23.7,gnb_1,2,11|23
simu5g_00000430,23.7,gnb_2,4,1|17|3|4
simu5g_00000431,23.8,gnb_1,2,11|23
simu5g_00000432,23.8,gnb_2,4,1|17|3|4
simu5g_00000433,23.9,gnb_1,2,11|23
simu5g_00000434,23.9,gnb_2,4,1|17|3|4
simu5g_00000435,24.0,gnb_1,2,11|23
simu5g_00000436,24.0,gnb_2,4,1|17|3|4
simu5g_00000437,24.1,gnb_1,2,11|23
simu5g_00000438,24.1,gnb_2,4,1|17|3|4
simu5g_00000439,24.2,gnb_1,2,11|23
simu5g_00000440,24.2,gnb_2,4,1|17|3|4
simu5g_00000441,24.3,gnb_1,2,11|23
simu5g_00000442,24.3,gnb_2,4,1|17|3|4
simu5g_00000443,24.4,gnb_1,2,11|23
simu5g_00000444,24.4,gnb_2,4,1|17|3|4
simu5g_00000445,24.5,gnb_1,2,11|23
simu5g_00000446,24.5,gnb_2,4,1|17|3|4
simu5g_00000447,24.6,gnb_1,2,11|23
simu5g_00000448,24.6,gnb_2,4,1|17|3|4
simu5g_00000449,24.7,gnb_1,2,11|23
simu5g_00000450,24.7,gnb_2,4,1|17|3|4
simu5g_00000451,24.8,gnb_1,2,11|23
simu5g_00000452,24.8,gnb_2,4,1|17|3|4
simu5g_00000453,24.9,gnb_1,2,11|23
simu5g_00000454,24.9,gnb_2,4,1|17|3|4
simu5g_00000455,25.0,gnb_1,2,11|23
simu5g_00000456,25.0,gnb_2,4,1|17|3|4
simu5g_00000457,25.1,gnb_1,2,11|23
simu5g_00000458,25.1,gnb_2,4,1|17|3|4
simu5g_00000459,25.2,gnb_1,2,11|23
simu5g_00000460,25.2,gnb_2,4,1|17|3|4
simu5g_00000461,25.3,gnb_1,2,11|23
simu5g_00000462,25.3,gnb_2,4,1|17|3|4
simu5g_00000463,25.4,gnb_1,2,11|23
simu5g_00000464,25.4,gnb_2,4,1|17|3|4
simu5g_00000465,25.5,gnb_1,2,11|23
simu5g_00000466,25.5,gnb_2,4,1|17|3|4
simu5g_00000467,25.6,gnb_1,2,11|23
simu5g_00000468,25.6,gnb_2,4,1|17|3|4
simu5g_00000469,25.7,gnb_1,2,11|23
simu5g_00000470,25.7,gnb_2,4,1|17|3|4
simu5g_00000471,25.8,gnb_1,2,11|23
simu5g_00000472,25.8,gnb_2,4,1|17|3|4
simu5g_00000473,25.9,gnb_1,2,11|23
simu5g_00000474,25.9,gnb_2,4,1|17|3|4
simu5g_00000475,26.0,gnb_1,2,11|23
simu5g_00000476,26.0,gnb_2,4,1|17|3|4
simu5g_00000477,26.1,gnb_1,2,11|23
simu5g_00000478,26.1,gnb_2,4,1|17|3|4
simu5g_00000479,26.2,gnb_1,2,11|23
simu5g_00000480,26.2,gnb_2,4,1|17|3|4
simu5g_00000481,26.3,gnb_1,2,11|23
simu5g_00000482,26.3,gnb_2,4,1|17|3|4
simu5g_00000483,26.4,gnb_1,2,11|23
simu5g_00000484,26.4,gnb_2,4,1|17|3|4
simu5g_00000485,26.5,gnb_1,2,11|23
simu5g_00000486,26.5,gnb_2,4,1|17|3|4
simu5g_00000487,26.6,gnb_1,2,11|23
simu5g_00000488,26.6,gnb_2,4,1|17|3|4
simu5g_00000489,26.7,gnb_1,2,11|23
simu5g_00000490,26.7,gnb_2,5,1|17|3|4|5
simu5g_00000491,26.8,gnb_1,2,11|23
simu5g_00000492,26.8,gnb_2,5,1|17|3|4|5
simu5g_00000493,26.9,gnb_1,2,11|23
simu5g_00000494,26.9,gnb_2,5,1|17|3|4|5
simu5g_00000495,27.0,gnb_1,2,11|23
simu5g_00000496,27.0,gnb_2,5,1|17|3|4|5
simu5g_00000497,27.1,gnb_1,2,11|23
simu5g_00000498,27.1,gnb_2,5,1|17|3|4|5
simu5g_00000499,27.2,gnb_1,2,11|23
simu5g_00000500,27.2,gnb_2,5,1|17|3|4|5
simu5g_00000501,27.3,gnb_1,2,11|23
simu5g_00000502,27.3,gnb_2,5,1|17|3|4|5
simu5g_00000503,27.4,gnb_1,2,11|23
simu5g_00000504,27.4,gnb_2,5,1|17|3|4|5
simu5g_00000505,27.5,gnb_1,2,11|23
simu5g_00000506,27.5,gnb_2,5,1|17|3|4|5
simu5g_00000507,27.6,gnb_1,2,11|23
simu5g_00000508,27.6,gnb_2,5,1|17|3|4|5
simu5g_00000509,27.7,gnb_1,2,11|23
simu5g_00000510,27.7,gnb_2,5,1|17|3|4|5
simu5g_00000511,27.8,gnb_1,2,11|23
simu5g_00000512,27.8,gnb_2,5,1|17|3|4|5
simu5g_00000513,27.9,gnb_1,2,11|23
simu5g_00000514,27.9,gnb_2,5,1|17|3|4|5
simu5g_00000515,28.0,gnb_1,2,11|23
simu5g_00000516,28.0,gnb_2,5,1|17|3|4|5
simu5g_00000517,28.1,gnb_1,2,11|23
simu5g_00000518,28.1,gnb_2,5,1|17|3|4|5
simu5g_00000519,28.2,gnb_1,2,11|23
simu5g_00000520,28.2,gnb_2,5,1|17|3|4|5
simu5g_00000521,28.3,gnb_1,2,11|23
simu5g_00000522,28.3,gnb_2,5,1|17|3|4|5
simu5g_00000523,28.4,gnb_1,2,11|23
simu5g_00000524,28.4,gnb_2,5,1|17|3|4|5
simu5g_00000525,28.5,gnb_1,2,11|23
simu5g_00000526,28.5,gnb_2,5,1|17|3|4|5
simu5g_00000527,28.6,gnb_1,2,11|23
simu5g_00000528,28.6,gnb_2,5,1|17|3|4|5
simu5g_00000529,28.7,gnb_1,2,11|23
simu5g_00000530,28.7,gnb_2,5,1|17|3|4|5
simu5g_00000531,28.8,gnb_1,2,11|23
simu5g_00000532,28.8,gnb_2,5,1|17|3|4|5
simu5g_00000533,28.9,gnb_1,2,11|23
simu5g_00000534,28.9,gnb_2,5,1|17|3|4|5
simu5g_00000535,29.0,gnb_1,2,11|23
simu5g_00000536,29.0,gnb_2,5,1|17|3|4|5
simu5g_00000537,29.1,gnb_1,2,11|23
simu5g_00000538,29.1,gnb_2,5,1|17|3|4|5
simu5g_00000539,29.2,gnb_1,2,11|23
simu5g_00000540,29.2,gnb_2,5,1|17|3|4|5
simu5g_00000541,29.3,gnb_1,2,11|23
simu5g_00000542,29.3,gnb_2,5,1|17|3|4|5
simu5g_00000543,29.4,gnb_1,2,11|23
simu5g_00000544,29.4,gnb_2,5,1|17|3|4|5
simu5g_00000545,29.5,gnb_1,2,11|23
simu5g_00000546,29.5,gnb_2,5,1|17|3|4|5
simu5g_00000547,29.6,gnb_1,2,11|23
simu5g_00000548,29.6,gnb_2,5,1|17|3|4|5
simu5g_00000549,29.7,gnb_1,2,11|23
simu5g_00000550,29.7,gnb_2,5,1|17|3|4|5
simu5g_00000551,29.8,gnb_1,2,11|23
simu5g_00000552,29.8,gnb_2,5,1|17|3|4|5
simu5g_00000553,29.9,gnb_1,2,11|23
simu5g_00000554,29.9,gnb_2,5,1|17|3|4|5
simu5g_00000555,30.0,gnb_1,2,11|23
simu5g_00000556,30.0,gnb_2,5,1|17|3|4|5
simu5g_00000557,30.1,gnb_1,2,11|23
simu5g_00000558,30.1,gnb_2,5,1|17|3|4|5
simu5g_00000559,30.2,gnb_1,2,11|23
simu5g_00000560,30.2,gnb_2,5,1|17|3|4|5
simu5g_00000561,30.3,gnb_1,2,11|23
simu5g_00000562,30.3,gnb_2,5,1|17|3|4|5
simu5g_00000563,30.4,gnb_1,2,11|23
simu5g_00000564,30.4,gnb_2,5,1|17|3|4|5
simu5g_00000565,30.5,gnb_1,2,11|23
simu5g_00000566,30.5,gnb_2,5,1|17|3|4|5
simu5g_00000567,30.6,gnb_1,2,11|23
simu5g_00000568,30.6,gnb_2,5,1|17|3|4|5
simu5g_00000569,30.7,gnb_1,2,11|23
simu5g_00000570,30.7,gnb_2,5,1|17|3|4|5
simu5g_00000571,30.8,gnb_1,2,11|23
simu5g_00000572,30.8,gnb_2,5,1|17|3|4|5
simu5g_00000573,30.9,gnb_1,2,11|23
simu5g_00000574,30.9,gnb_2,5,1|17|3|4|5
simu5g_00000575,31.0,gnb_1,3,1|11|23
simu5g_00000576,31.0,gnb_2,4,17|3|4|5
simu5g_00000577,31.1,gnb_1,3,1|11|23
simu5g_00000578,31.1,gnb_2,4,17|3|4|5
simu5g_00000579,31.2,gnb_1,3,1|11|23
simu5g_00000580,31.2,gnb_2,4,17|3|4|5
simu5g_00000581,31.3,gnb_1,3,1|11|23
simu5g_00000582,31.3,gnb_2,4,17|3|4|5
simu5g_00000583,31.4,gnb_1,3,1|11|23
simu5g_00000584,31.4,gnb_2,4,17|3|4|5
simu5g_00000585,31.5,gnb_1,3,1|11|23
simu5g_00000586,31.5,gnb_2,4,17|3|4|5
simu5g_00000587,31.6,gnb_1,3,1|11|23
simu5g_00000588,31.6,gnb_2,4,17|3|4|5
simu5g_00000589,31.7,gnb_1,3,1|11|23
simu5g_00000590,31.7,gnb_2,4,17|3|4|5
simu5g_00000591,31.8,gnb_1,3,1|11|23
simu5g_00000592,31.8,gnb_2,4,17|3|4|5
simu5g_00000593,31.9,gnb_1,3,1|11|23
simu5g_00000594,31.9,gnb_2,4,17|3|4|5
simu5g_00000595,32.0,gnb_1,4,1|11|17|23
simu5g_00000596,32.0,gnb_2,3,3|4|5
simu5g_00000597,32.1,gnb_1,4,1|11|17|23
simu5g_00000598,32.1,gnb_2,3,3|4|5
simu5g_00000599,32.2,gnb_1,4,1|11|17|23
simu5g_00000600,32.2,gnb_2,3,3|4|5
simu5g_00000601,32.3,gnb_1,4,1|11|17|23
simu5g_00000602,32.3,gnb_2,3,3|4|5
simu5g_00000603,32.4,gnb_1,4,1|11|17|23
simu5g_00000604,32.4,gnb_2,3,3|4|5
simu5g_00000605,32.5,gnb_1,4,1|11|17|23
simu5g_00000606,32.5,gnb_2,3,3|4|5
simu5g_00000607,32.6,gnb_1,4,1|11|17|23
simu5g_00000608,32.6,gnb_2,3,3|4|5
simu5g_00000609,32.7,gnb_1,4,1|11|17|23
simu5g_00000610,32.7,gnb_2,3,3|4|5
simu5g_00000611,32.8,gnb_1,4,1|11|17|23
simu5g_00000612,32.8,gnb_2,3,3|4|5
simu5g_00000613,32.9,gnb_1,4,1|11|17|23
simu5g_00000614,32.9,gnb_2,3,3|4|5
simu5g_00000615,33.0,gnb_1,4,1|11|17|23
simu5g_00000616,33.0,gnb_2,3,3|4|5
simu5g_00000617,33.1,gnb_1,4,1|11|17|23
simu5g_00000618,33.1,gnb_2,3,3|4|5
simu5g_00000619,33.2,gnb_1,4,1|11|17|23
simu5g_00000620,33.2,gnb_2,3,3|4|5
simu5g_00000621,33.3,gnb_1,4,1|11|17|23
simu5g_00000622,33.3,gnb_2,3,3|4|5
