scenario_id,timestamp_s,serving_gnb,user_count,ue_ids
simu5g_00000349,18.8,gnb_1,2,15|31
simu5g_00000357,19.2,gnb_1,2,15|31
simu5g_00000363,19.5,gnb_1,2,15|31
simu5g_00000369,19.8,gnb_1,2,15|31
simu5g_00000377,20.2,gnb_1,2,15|31
simu5g_00000383,20.5,gnb_1,2,15|31
simu5g_00000391,20.9,gnb_1,2,15|31
simu5g_00000397,21.2,gnb_1,2,15|31
simu5g_00000403,21.5,gnb_1,2,15|31
simu5g_00000411,21.9,gnb_1,2,15|31
simu5g_00000417,22.2,gnb_1,2,15|31
simu5g_00000423,22.5,gnb_1,2,15|31
simu5g_00000431,22.9,gnb_1,2,15|31
simu5g_00000437,23.2,gnb_1,2,15|31
simu5g_00000443,23.5,gnb_1,2,15|31
simu5g_00000451,23.9,gnb_1,2,15|31
simu5g_00000457,24.2,gnb_1,2,15|31
simu5g_00000463,24.5,gnb_1,2,15|31
simu5g_00000471,24.9,gnb_1,2,15|31
simu5g_00000477,25.2,gnb_1,3,0|15|31
simu5g_00000483,25.5,gnb_1,3,0|15|31
simu5g_00000491,25.9,gnb_1,3,0|15|31
simu5g_00000497,26.2,gnb_1,2,15|31
simu5g_00000503,26.5,gnb_1,2,15|31
simu5g_00000511,26.9,gnb_1,2,15|31
simu5g_00000517,27.2,gnb_1,3,0|15|31
simu5g_00000525,27.6,gnb_1,3,0|15|31
simu5g_00000531,27.9,gnb_1,3,0|15|31
simu5g_00000537,28.2,gnb_1,3,0|15|31
simu5g_00000545,28.6,gnb_1,3,0|15|31
simu5g_00000551,28.9,gnb_1,3,0|15|31
simu5g_00000557,29.2,gnb_1,3,0|15|31
simu5g_00000565,29.6,gnb_1,3,0|15|31
simu5g_00000571,29.9,gnb_1,3,0|15|31
simu5g_00000577,30.2,gnb_1,3,0|15|31
simu5g_00000585,30.6,gnb_1,3,0|15|31
simu5g_00000591,30.9,gnb_1,3,0|15|31
simu5g_00000597,31.2,gnb_1,2,0|15
simu5g_00000605,31.6,gnb_1,2,0|15
simu5g_00000611,31.9,gnb_1,2,0|15
simu5g_00000617,32.2,gnb_1,2,0|15
simu5g_00000625,32.6,gnb_1,2,0|15
simu5g_00000628,32.7,gnb_2,2,31|7
simu5g_00000631,32.9,gnb_1,2,0|15
simu5g_00000635,33.1,gnb_1,2,0|15
simu5g_00000638,33.2,gnb_2,2,31|7
simu5g_00000642,33.4,gnb_2,2,31|7
simu5g_00000645,33.6,gnb_1,2,0|15
simu5g_00000648,33.7,gnb_2,2,31|7
simu5g_00000652,33.9,gnb_2,2,31|7
simu5g_00000655,34.1,gnb_1,2,0|15
simu5g_00000658,34.2,gnb_2,2,31|7
simu5g_00000662,34.4,gnb_2,2,31|7
simu5g_00000665,34.6,gnb_1,2,0|15
simu5g_00000668,34.7,gnb_2,2,31|7
simu5g_00000672,34.9,gnb_2,2,31|7
simu5g_00000675,35.1,gnb_1,2,0|15
simu5g_00000678,35.2,gnb_2,2,31|7
simu5g_00000682,35.4,gnb_2,2,31|7
simu5g_00000685,35.6,gnb_1,2,0|15
simu5g_00000688,35.7,gnb_2,2,31|7
simu5g_00000692,35.9,gnb_2,2,31|7
simu5g_00000695,36.1,gnb_1,2,0|15
simu5g_00000698,36.2,gnb_2,2,31|7
simu5g_00000702,36.4,gnb_2,2,31|7
simu5g_00000705,36.6,gnb_1,2,0|15
simu5g_00000708,36.7,gnb_2,2,31|7
simu5g_00000712,36.9,gnb_2,2,31|7
simu5g_00000715,37.1,gnb_1,2,0|15
simu5g_00000719,37.3,gnb_1,2,0|15
simu5g_00000722,37.4,gnb_2,2,31|7
simu5g_00000725,37.6,gnb_1,2,0|15
simu5g_00000729,37.8,gnb_1,2,0|15
simu5g_00000732,37.9,gnb_2,2,31|7
simu5g_00000735,38.1,gnb_1,2,0|15
simu5g_00000739,38.3,gnb_1,2,0|15
simu5g_00000742,38.4,gnb_2,2,31|7
simu5g_00000745,38.6,gnb_1,2,0|15
simu5g_00000749,38.8,gnb_1,2,0|15
simu5g_00000752,38.9,gnb_2,2,31|7
simu5g_00000755,39.1,gnb_1,2,0|15
simu5g_00000759,39.3,gnb_1,2,0|15
simu5g_00000762,39.4,gnb_2,2,31|7
simu5g_00000765,39.6,gnb_1,2,0|15
simu5g_00000771,39.9,gnb_1,2,0|15
simu5g_00000777,40.2,gnb_1,2,0|15
simu5g_00000783,40.5,gnb_1,2,0|15
simu5g_00000791,40.9,gnb_1,2,0|15
simu5g_00000797,41.2,gnb_1,2,0|15
simu5g_00000805,41.6,gnb_1,2,0|15
simu5g_00000811,41.9,gnb_1,2,0|15
simu5g_00000817,42.2,gnb_1,2,0|15
simu5g_00000825,42.6,gnb_1,2,0|15
simu5g_00000831,42.9,gnb_1,2,0|15
simu5g_00000838,43.2,gnb_2,2,15|7
simu5g_00000846,43.6,gnb_2,2,15|7
simu5g_00000852,43.9,gnb_2,2,15|7
simu5g_00000858,44.2,gnb_2,2,15|7
simu5g_00000866,44.6,gnb_2,2,15|7
simu5g_00000872,44.9,gnb_2,2,15|7
simu5g_00000178,10.2,gnb_2,2,1|2
simu5g_00000180,10.3,gnb_2,2,1|2
simu5g_00000182,10.4,gnb_2,2,1|2
simu5g_00000184,10.5,gnb_2,2,1|2
simu5g_00000186,10.6,gnb_2,2,1|2
simu5g_00000188,10.7,gnb_2,2,1|2
simu5g_00000190,10.8,gnb_2,2,1|2
simu5g_00000192,10.9,gnb_2,2,1|2
simu5g_00000194,11.0,gnb_2,2,1|2
simu5g_00000196,11.1,gnb_2,2,1|2
simu5g_00000198,11.2,gnb_2,2,1|2
simu5g_00000200,11.3,gnb_2,2,1|2
simu5g_00000202,11.4,gnb_2,2,1|2
simu5g_00000204,11.5,gnb_2,2,1|2
simu5g_00000206,11.6,gnb_2,2,1|2
simu5g_00000208,11.7,gnb_2,2,1|2
simu5g_00000210,11.8,gnb_2,2,1|2
simu5g_00000212,11.9,gnb_2,2,1|2
simu5g_00000214,12.0,gnb_2,2,1|2
simu5g_00000216,12.1,gnb_2,2,1|2
simu5g_00000218,12.2,gnb_2,2,1|2
simu5g_00000220,12.3,gnb_2,2,1|2
simu5g_00000222,12.4,gnb_2,2,1|2
simu5g_00000224,12.5,gnb_2,2,1|2
simu5g_00000226,12.6,gnb_2,2,1|2
simu5g_00000228,12.7,gnb_2,2,1|2
simu5g_00000230,12.8,gnb_2,2,1|2
simu5g_00000232,12.9,gnb_2,2,1|2
simu5g_00000234,13.0,gnb_2,2,1|2
simu5g_00000236,13.1,gnb_2,2,1|2
simu5g_00000238,13.2,gnb_2,2,1|2
simu5g_00000240,13.3,gnb_2,2,1|2
simu5g_00000242,13.4,gnb_2,2,1|2
simu5g_00000244,13.5,gnb_2,2,1|2
simu5g_00000246,13.6,gnb_2,2,1|2
simu5g_00000248,13.7,gnb_2,2,1|2
simu5g_00000250,13.8,gnb_2,2,1|2
simu5g_00000252,13.9,gnb_2,2,1|2
simu5g_00000254,14.0,gnb_2,3,1|2|3
simu5g_00000256,14.1,gnb_2,3,1|2|3
simu5g_00000258,14.2,gnb_2,3,1|2|3
simu5g_00000260,14.3,gnb_2,3,1|2|3
simu5g_00000262,14.4,gnb_2,3,1|2|3
simu5g_00000264,14.5,gnb_2,3,1|2|3
simu5g_00000266,14.6,gnb_2,3,1|2|3
simu5g_00000268,14.7,gnb_2,3,1|2|3
simu5g_00000270,14.8,gnb_2,3,1|2|3
simu5g_00000272,14.9,gnb_2,3,1|2|3
simu5g_00000274,15.0,gnb_2,3,1|2|3
simu5g_00000276,15.1,gnb_2,3,1|2|3
simu5g_00000278,15.2,gnb_2,3,1|2|3
simu5g_00000280,15.3,gnb_2,3,1|2|3
simu5g_00000282,15.4,gnb_2,3,1|2|3
simu5g_00000284,15.5,gnb_2,3,1|2|3
simu5g_00000286,15.6,gnb_2,3,1|2|3
simu5g_00000288,15.7,gnb_2,3,1|2|3
simu5g_00000290,15.8,gnb_2,3,1|2|3
simu5g_00000292,15.9,gnb_2,3,1|2|3
simu5g_00000294,16.0,gnb_2,3,1|2|3
simu5g_00000296,16.1,gnb_2,3,1|2|3
simu5g_00000298,16.2,gnb_2,3,1|2|3
simu5g_00000300,16.3,gnb_2,3,1|2|3
simu5g_00000302,16.4,gnb_2,3,1|2|3
simu5g_00000304,16.5,gnb_2,3,1|2|3
simu5g_00000306,16.6,gnb_2,3,1|2|3
simu5g_00000308,16.7,gnb_2,3,1|2|3
simu5g_00000310,16.8,gnb_2,3,1|2|3
simu5g_00000312,16.9,gnb_2,3,1|2|3
simu5g_00000314,17.0,gnb_2,3,1|2|3
simu5g_00000316,17.1,gnb_2,3,1|2|3
simu5g_00000318,17.2,gnb_2,3,1|2|3
simu5g_00000320,17.3,gnb_2,3,1|2|3
simu5g_00000322,17.4,gnb_2,3,1|2|3
simu5g_00000324,17.5,gnb_2,3,1|2|3
simu5g_00000326,17.6,gnb_2,3,1|2|3
simu5g_00000328,17.7,gnb_2,3,1|2|3
simu5g_00000330,17.8,gnb_2,3,1|2|3
simu5g_00000332,17.9,gnb_2,3,1|2|3
simu5g_00000334,18.0,gnb_2,3,1|2|3
simu5g_00000336,18.1,gnb_2,3,1|2|3
simu5g_00000338,18.2,gnb_2,3,1|2|3
simu5g_00000340,18.3,gnb_2,3,1|2|3
simu5g_00000342,18.4,gnb_2,3,1|2|3
simu5g_00000344,18.5,gnb_2,3,1|2|3
simu5g_00000346,18.6,gnb_2,3,1|2|3
simu5g_00000348,18.7,gnb_2,3,1|2|3
simu5g_00000350,18.8,gnb_2,3,1|2|3
simu5g_00000352,18.9,gnb_2,3,1|2|3
simu5g_00000354,19.0,gnb_2,3,1|2|3
simu5g_00000356,19.1,gnb_2,3,1|2|3
simu5g_00000358,19.2,gnb_2,3,1|2|3
simu5g_00000360,19.3,gnb_2,4,1|2|3|4
simu5g_00000362,19.4,gnb_2,4,1|2|3|4
simu5g_00000364,19.5,gnb_2,4,1|2|3|4
simu5g_00000366,19.6,gnb_2,4,1|2|3|4
simu5g_00000368,19.7,gnb_2,4,1|2|3|4
simu5g_00000370,19.8,gnb_2,4,1|2|3|4
simu5g_00000372,19.9,gnb_2,4,1|2|3|4
simu5g_00000374,20.0,gnb_2,4,1|2|3|4
simu5g_00000376,20.1,gnb_2,4,1|2|3|4
simu5g_00000378,20.2,gnb_2,4,1|2|3|4
simu5g_00000380,20.3,gnb_2,4,1|2|3|4
simu5g_00000382,20.4,gnb_2,4,1|2|3|4
simu5g_00000384,20.5,gnb_2,4,1|2|3|4
simu5g_00000386,20.6,gnb_2,4,1|2|3|4
simu5g_00000388,20.7,gnb_2,4,1|2|3|4
simu5g_00000390,20.8,gnb_2,4,1|2|3|4
simu5g_00000392,20.9,gnb_2,4,1|2|3|4
simu5g_00000394,21.0,gnb_2,4,1|2|3|4
simu5g_00000396,21.1,gnb_2,4,1|2|3|4
simu5g_00000398,21.2,gnb_2,4,1|2|3|4
simu5g_00000400,21.3,gnb_2,4,1|2|3|4
simu5g_00000402,21.4,gnb_2,4,1|2|3|4
simu5g_00000404,21.5,gnb_2,4,1|2|3|4
simu5g_00000406,21.6,gnb_2,4,1|2|3|4
simu5g_00000408,21.7,gnb_2,4,1|2|3|4
simu5g_00000410,21.8,gnb_2,4,1|2|3|4
simu5g_00000412,21.9,gnb_2,4,1|2|3|4
simu5g_00000414,22.0,gnb_2,4,1|2|3|4
simu5g_00000416,22.1,gnb_2,4,1|2|3|4
simu5g_00000418,22.2,gnb_2,4,1|2|3|4
simu5g_00000420,22.3,gnb_2,4,1|2|3|4
simu5g_00000422,22.4,gnb_2,4,1|2|3|4
simu5g_00000424,22.5,gnb_2,4,1|2|3|4
simu5g_00000426,22.6,gnb_2,4,1|2|3|4
simu5g_00000428,22.7,gnb_2,4,1|2|3|4
simu5g_00000430,22.8,gnb_2,4,1|2|3|4
simu5g_00000432,22.9,gnb_2,4,1|2|3|4
simu5g_00000434,23.0,gnb_2,3,2|3|4
simu5g_00000436,23.1,gnb_2,3,2|3|4
simu5g_00000438,23.2,gnb_2,3,2|3|4
simu5g_00000440,23.3,gnb_2,4,2|3|4|5
simu5g_00000442,23.4,gnb_2,4,2|3|4|5
simu5g_00000444,23.5,gnb_2,4,2|3|4|5
simu5g_00000446,23.6,gnb_2,4,2|3|4|5
simu5g_00000448,23.7,gnb_2,4,2|3|4|5
simu5g_00000450,23.8,gnb_2,4,2|3|4|5
simu5g_00000452,23.9,gnb_2,4,2|3|4|5
simu5g_00000454,24.0,gnb_2,5,1|2|3|4|5
simu5g_00000456,24.1,gnb_2,5,1|2|3|4|5
simu5g_00000458,24.2,gnb_2,5,1|2|3|4|5
simu5g_00000460,24.3,gnb_2,5,1|2|3|4|5
simu5g_00000462,24.4,gnb_2,5,1|2|3|4|5
simu5g_00000464,24.5,gnb_2,5,1|2|3|4|5
simu5g_00000466,24.6,gnb_2,5,1|2|3|4|5
simu5g_00000468,24.7,gnb_2,5,1|2|3|4|5
simu5g_00000470,24.8,gnb_2,5,1|2|3|4|5
simu5g_00000472,24.9,gnb_2,5,1|2|3|4|5
simu5g_00000474,25.0,gnb_2,5,1|2|3|4|5
simu5g_00000476,25.1,gnb_2,5,1|2|3|4|5
simu5g_00000478,25.2,gnb_2,5,1|2|3|4|5
simu5g_00000480,25.3,gnb_2,5,1|2|3|4|5
simu5g_00000482,25.4,gnb_2,5,1|2|3|4|5
simu5g_00000484,25.5,gnb_2,5,1|2|3|4|5
simu5g_00000486,25.6,gnb_2,5,1|2|3|4|5
simu5g_00000488,25.7,gnb_2,5,1|2|3|4|5
simu5g_00000490,25.8,gnb_2,5,1|2|3|4|5
simu5g_00000492,25.9,gnb_2,5,1|2|3|4|5
simu5g_00000494,26.0,gnb_2,5,1|2|3|4|5
simu5g_00000496,26.1,gnb_2,5,1|2|3|4|5
simu5g_00000498,26.2,gnb_2,5,1|2|3|4|5
simu5g_00000500,26.3,gnb_2,5,1|2|3|4|5
simu5g_00000502,26.4,gnb_2,5,1|2|3|4|5
simu5g_00000504,26.5,gnb_2,5,1|2|3|4|5
simu5g_00000506,26.6,gnb_2,5,1|2|3|4|5
simu5g_00000508,26.7,gnb_2,5,1|2|3|4|5
simu5g_00000510,26.8,gnb_2,5,1|2|3|4|5
simu5g_00000512,26.9,gnb_2,5,1|2|3|4|5
simu5g_00000514,27.0,gnb_2,5,1|2|3|4|5
simu5g_00000516,27.1,gnb_2,5,1|2|3|4|5
simu5g_00000518,27.2,gnb_2,6,1|2|3|4|5|6
simu5g_00000520,27.3,gnb_2,6,1|2|3|4|5|6
simu5g_00000522,27.4,gnb_2,6,1|2|3|4|5|6
simu5g_00000524,27.5,gnb_2,6,1|2|3|4|5|6
